	en	zh
8463	do you have a dictionary ?	你有字典吗？
8464	do you have a pen on you ?	你身上有铅笔吗？
8465	do you have a red pencil ?	你有红色的铅笔吗？
8466	do you have a smartphone ?	你有手机吗？
8467	do you have an extra key ?	你有多余的钥匙吗？
8468	do you have any brothers ?	你有兄弟吗？
8469	do you have any siblings ?	你有兄弟姐妹吗？
8470	do you have enough money ?	你的钱够吗？
8471	do you have many friends ?	你有很多朋友吗？
8472	do you have other family ?	你有其他家人吗？
8473	do you know how to dance ?	你会跳舞吗？
8474	do you know what he said ?	你知道他说了什么吗？
8475	do you know where i live ?	你知道我住哪吗？
8476	do you know who they are ?	你知道他们是谁吗 ?
8477	do you like orange juice ?	您喜欢橙汁吗？
8478	do you like strawberries ?	你喜欢草莓吗？
8479	do you like to eat fruit ?	你喜欢吃水果吗？
8480	do you need an ambulance ?	你需要救护车吗 ?
8481	do you plan to go abroad ?	你打算出国吗？
8482	do you plan to stay long ?	你打算长时间停留吗？
8483	do you really need a car ?	你真的需要车吗？
8484	do you speak french well ?	你法语说得好吗？
8485	do you think it's a sign ?	你认为这是个预兆吗？
8486	do you think it's a trap ?	你认为它是陷阱吗？
8487	do you understand french ?	你会法语？
8488	do you want pepper on it ?	您吃不吃辣椒？
8489	do you want some company ?	你想要伙伴吗？
8490	do you want this t-shirt ?	你要这件t恤吗？
8491	does tom still like jazz ?	汤姆还喜欢爵士乐吗？
8492	does anybody want coffee ?	有人要咖啡吗？
8493	dog is man's best friend .	狗是人类最好的朋友。
8494	don't ask me what it was .	别问我这是什么东西！
8495	don't do anything stupid .	请不要做傻事。
8496	don't forget who you are .	别忘了你是谁。
8497	don't let them forget me .	别让他们忘了我。
8498	don't make fun of people .	不要取笑人。
8499	don't make me stand here .	别让我一直站在这里。
8500	don't play baseball here .	不要在这里打棒球。
8501	don't play in the street .	别在马路上玩。
8502	don't tell tom the truth .	别把真相告诉汤姆。
8503	don't think about it now .	现在别想这事。
8504	don't worry about others .	不用担心其他人。
8505	don't you have any money ?	你没有钱吗？
8506	don't you want to go out ?	你不想出去吗？
8507	dozens are still missing .	数十人仍然失踪。
8508	education begins at home .	教育从家庭开始。
8509	education starts at home .	教育从家庭开始。
8510	english is easy to learn .	英语简单易学。
8511	enthusiasm is contagious .	热情具有传染性。
8512	even a child could do it .	连小孩儿都会做。
8513	every rose has its thorn .	没有不带刺的玫瑰。
8514	everybody has weaknesses .	谁都有弱点。
8515	everybody knows his name .	每个人都知道他的名字。
8516	everything depends on it .	全都靠它了。
8517	fire is always dangerous .	火是非常危险的。
8518	fire is always dangerous .	火总是危险的。
8519	first impressions matter .	第一印象很重要。
8520	flour is made from wheat .	面粉是小麦制成的。
8521	food shouldn't be wasted .	食物不该被浪费。
8522	give me a bottle of wine .	给我一瓶葡萄酒。
8523	give me something to eat .	给我点东西吃。
8524	give me the same , please .	请给我同样的东西。
8525	grandpa bought it for me !	爷爷买给我的！
8526	greece is an old country .	希腊是个古老的国家。
8527	have i changed that much ?	我变了这么多吗？
8528	have you eaten lunch yet ?	你吃过午饭了吗？
8529	have you ever seen a ufo ?	你看过飞碟吗？
8530	have you tasted the rice ?	你尝过米饭了吗？
8531	haven't i met you before ?	我以前没见过你吗？
8532	he admitted his mistakes .	他承认了自己的错误。
8533	he already knew about it .	他已经意识到它了。
8534	he always keeps his word .	他总是遵守诺言。
8535	he and i walked together .	我和他一起走。
8536	he behaved like a madman .	他表现的像个疯子。
8537	he came back last august .	他去年八月回来的。
8538	he caught her by the arm .	他抓住了她的胳膊。
8539	he cut the envelope open .	他裁开了那个信封。
8540	he disregarded my advice .	他不顾我的忠告。
8541	he doesn't understand me .	他不理解我。
8542	he drank a cup of coffee .	他喝了一杯咖啡。
8543	he drank a lot yesterday .	昨天他喝了很多。
8544	he dressed up as a woman .	他打扮得像女人一样。
8545	he dwells in the country .	他住在乡下地区。
8546	he had his wallet stolen .	他的钱包被偷了。
8547	he had to clean his room .	他不得不打扫了他的房间。
8548	he has already had lunch .	他已经吃过午饭了。
8549	he has never played golf .	他从没打过高尔夫球。
8550	he has no manners at all .	他一点礼貌也没有。
8551	he has no sense of humor .	他没有任何幽默感。
8552	he has written two books .	他写了两本书。
8553	he is always complaining .	他总是在抱怨。
8554	he is anxious to see you .	他急于要见你。
8555	he is armed to the teeth .	他武装到牙齿。
8556	he is rotten to the core .	他坏透了。
8557	he is the same age as me .	他和我同岁。
8558	he is very fond of music .	他非常喜欢音乐。
8559	he isn't afraid of death .	他不怕死。
8560	he jumped onto the table .	他跳上了桌子。
8561	he knew he could not win .	他早就知道自己不会赢。
8562	he knows a lot of people .	他认识很多人。
8563	he likes music very much .	他非常喜欢音乐。
8564	he likes to travel alone .	他喜欢独自旅行。
8565	he lived here for a time .	他在这儿住了有一段时间了。
8566	he lives next door to us .	他住在我们隔壁。
8567	he looked after the baby .	他照顾孩子。
8568	he looked left and right .	他左右看了看。
8569	he looked over my report .	他仔细看了我的报告。
8570	he looks like a good boy .	他看起来是个好男孩。
8571	he looks like his father .	他看起来像他的父亲。
8572	he looks old for his age .	他看起来比他的实际年龄大。
8573	he married a pretty girl .	他娶了一个漂亮的女孩。
8574	he may have lost his way .	他可能迷路了。
8575	he might change his mind .	他可能会改变心意。
8576	he missed the last train .	他错过了最后一班火车。
8577	he must be tom's brother .	他一定是汤姆的兄弟。
8578	he must be the principal .	他一定是校长。
8579	he often walks to school .	他常常走路去学校。
8580	he passed away yesterday .	他昨天去世了。
8581	he plays the guitar well .	他吉他弹得很好。
8582	he put on clean trousers .	他穿上了干净的裤子。
8583	he put on the black coat .	他穿上了黑色的外套。
8584	he put on the red jacket .	他穿上了红色的外套。
8585	he really likes baseball .	他非常喜欢棒球。
8586	he refuses to believe us .	他拒绝相信我们。
8587	he repeated his question .	他重述他的问题。
8588	he seldom goes to church .	他很少去教堂。
8589	he showed me her picture .	他给我看了她的照片。
8590	he slept well last night .	他昨晚睡得很好。
8591	he studied for ten years .	他研究了十年。
8592	he swam across the river .	他游过了河。
8593	he taught himself french .	他自学法语。
8594	he thanked me for coming .	他感谢我的到来。
8595	he told us to keep quiet .	他告诉我们要保持安静。
8596	he took a trip to europe .	他去欧洲旅行了。
8597	he took off his overcoat .	他脱掉了大衣。
8598	he took out his passport .	他拿出了他的护照。
8599	he tried to kill himself .	他试图自杀。
8600	he used to be a nice boy .	他以前是个好男孩。
8601	he used to read at night .	他以前都在夜晚看书。
8602	he walked past the house .	他走过这栋房子。
8603	he wants to go to africa .	他想要去非洲。
8604	he was accused of murder .	他被控告杀人罪。
8605	he was declared bankrupt .	他被宣告破产。
8606	he was elected president .	他被选为总统。
8607	he was held in captivity .	他被囚禁了。
8608	he was killed in the war .	他死于战争。
8609	he was playing the piano .	他那时正在弹钢琴。
8610	he was run over by a car .	他被车辗过了。
8611	he was the first to come .	他是第一个来的。
8612	he was very busy all day .	他一整天都很忙。
8613	he was very busy all day .	他忙了一整天。
8614	he went to boston by car .	他坐汽车到波士顿。
8615	he whistled as he walked .	他边走边吹口哨。
8616	he will be a good doctor .	他会成为一个好的医生的。
8617	he will be back tomorrow .	明天他会回来。
8618	he will be busy tomorrow .	他明天会很忙。
8619	he will be free tomorrow .	他明天有空。
8620	he will not listen to me .	他不会听我的。
8621	he wrote to me yesterday .	昨天他写信给我。
8622	he'll be glad to see you .	他会很高兴见到你。
8623	he's a strange character .	他的性情古怪。
8624	he's been to the stadium .	他去过体育馆。
8625	he's very angry with you .	他对你非常生气。
8626	he's very good at guitar .	他非常擅长吉他。
8627	help me lift the package .	帮我抬包裹。
8628	her english is excellent .	她的英语好极了。
8629	here is a letter for you .	这是你的信。
8630	here is a letter for you .	这儿有你的一封信。
8631	his clothes are worn out .	他的衣服穿坏了。
8632	his new car is wonderful .	他的新车很棒。
8633	his work is now complete .	他的工作现在完成了。
8634	his work is washing cars .	他的工作是洗车。
8635	hold on a minute , please .	请稍等一下。
8636	hold on a moment , please .	请稍等一下。
8637	how about playing tennis ?	打网球怎么样？
8638	how about tomorrow night ?	明晚怎么样？
8639	how are things at school ?	学校怎么样？
8640	how can that be possible ?	那怎么可能？
8641	how do you get to school ?	你怎么去学校？
8642	how do you say this word ?	你们怎么读这个词？
8643	how is the weather there ?	那里的气候怎么样 ?
8644	how is the weather there ?	那里的天气怎么样？
8645	how large is your family ?	你的家庭有多大？
8646	how many cds do you have ?	你有多少张cd？
8647	how many teams are there ?	那里有多少队伍？
8648	how much is the bus fare ?	公车票价多少钱？
8649	how much is the late fee ?	滞纳金是多少？
8650	how much is this t-shirt ?	这件衬衫多少钱？
8651	how much time has passed ?	过了多长时间？
8652	how often do you see him ?	您多久见他一次？
